id,name,start_time,end_time,unique_number_for_org
2497,report498,2021-03-07 00:00:00,2022-09-11 00:00:00,N0.6640512444619402
2498,report499,2021-11-09 00:00:00,2022-09-15 00:00:00,N0.9721947950661173
2499,report500,2021-12-28 00:00:00,2022-07-21 00:00:00,N0.2506916486783075
2500,report501,2021-02-21 00:00:00,2022-10-14 00:00:00,N0.6763180979854673
2501,report502,2021-04-09 00:00:00,2022-08-17 00:00:00,N0.9831092532299727
2502,report503,2021-11-29 00:00:00,2022-09-21 00:00:00,N0.3782611621219697
2503,report504,2021-11-21 00:00:00,2022-10-20 00:00:00,N0.3082506294223376
2504,report505,2021-02-08 00:00:00,2022-07-03 00:00:00,N0.6736344683717472
2505,report506,2021-12-20 00:00:00,2022-12-20 00:00:00,N0.4379233693031068
2506,report507,2021-12-31 00:00:00,2022-06-03 00:00:00,N0.04725664489208414
2507,report508,2021-09-12 00:00:00,2022-03-13 00:00:00,N0.32401764376877906
2508,report509,2021-03-31 00:00:00,2022-05-13 00:00:00,N0.28541415905204437
2509,report510,2021-05-30 00:00:00,2022-02-07 00:00:00,N0.09263126393258891
2510,report511,2021-03-12 00:00:00,2022-11-11 00:00:00,N0.9859637221953015
2511,report512,2021-09-21 00:00:00,2022-09-15 00:00:00,N0.8588327783728831
2512,report513,2021-06-18 00:00:00,2022-10-06 00:00:00,N0.6493043752199742
2513,report514,2021-09-28 00:00:00,2022-10-25 00:00:00,N0.07556423252669331
2514,report515,2021-12-09 00:00:00,2022-05-08 00:00:00,N0.5016476587894585
2515,report516,2021-01-27 00:00:00,2022-07-14 00:00:00,N0.9868397635383114
2516,report517,2021-07-11 00:00:00,2022-08-31 00:00:00,N0.5008880374231901
2517,report518,2021-09-23 00:00:00,2022-08-24 00:00:00,N0.12110718156142919
2518,report519,2021-06-24 00:00:00,2022-04-26 00:00:00,N0.9895420227795392
2519,report520,2021-12-30 00:00:00,2022-04-29 00:00:00,N0.356198244005833
2520,report521,2021-01-15 00:00:00,2022-05-01 00:00:00,N0.8353448275655159
2521,report522,2021-07-15 00:00:00,2022-01-10 00:00:00,N0.9243669051924207
2522,report523,2021-03-07 00:00:00,2022-11-06 00:00:00,N0.8533609825803732
2523,report524,2021-09-23 00:00:00,2022-11-27 00:00:00,N0.5228949800676622
2524,report525,2021-04-07 00:00:00,2022-03-12 00:00:00,N0.5836921698469034
2525,report526,2021-07-31 00:00:00,2022-03-21 00:00:00,N0.7191214673860076
2526,report527,2021-03-06 00:00:00,2022-12-25 00:00:00,N0.4660384219954007
2527,report528,2021-01-12 00:00:00,2022-04-12 00:00:00,N0.1698210049511094
2528,report529,2021-03-30 00:00:00,2022-07-14 00:00:00,N0.2693457079231524
2529,report530,2021-01-29 00:00:00,2022-03-17 00:00:00,N0.16485870323533391
2530,report531,2021-06-11 00:00:00,2022-11-03 00:00:00,N0.3104638259469269
2531,report532,2021-08-14 00:00:00,2022-02-09 00:00:00,N0.9317632713972755
2532,report533,2021-03-27 00:00:00,2022-11-01 00:00:00,N0.5499739556729684
2533,report534,2021-03-06 00:00:00,2022-01-19 00:00:00,N0.9948551181256542
2534,report535,2021-11-04 00:00:00,2022-08-31 00:00:00,N0.13713438771194153
2535,report536,2021-09-23 00:00:00,2022-03-28 00:00:00,N0.34668574347552383
2536,report537,2021-04-27 00:00:00,2022-11-14 00:00:00,N0.9024478529704428
2537,report538,2021-04-06 00:00:00,2022-04-08 00:00:00,N0.026367428686682404
2538,report539,2021-09-01 00:00:00,2022-05-07 00:00:00,N0.7876674672415533
2539,report540,2021-11-16 00:00:00,2022-10-13 00:00:00,N0.6775198490710267
2540,report541,2021-02-28 00:00:00,2022-10-28 00:00:00,N0.05384755333267899
2541,report542,2021-03-07 00:00:00,2022-02-15 00:00:00,N0.34017886791545104
2542,report543,2021-08-25 00:00:00,2022-11-23 00:00:00,N0.7230722870834632
2543,report544,2021-09-20 00:00:00,2022-04-13 00:00:00,N0.5478833648710215
2544,report545,2021-08-07 00:00:00,2022-05-07 00:00:00,N0.4960596428522085
2545,report546,2021-07-13 00:00:00,2022-09-15 00:00:00,N0.6347448539459103
2546,report547,2021-03-31 00:00:00,2022-05-15 00:00:00,N0.7789082212470066
2547,report548,2021-12-16 00:00:00,2022-06-18 00:00:00,N0.34858779391338834
2548,report549,2021-01-09 00:00:00,2022-11-30 00:00:00,N0.022683120274230584
2549,report550,2021-12-12 00:00:00,2022-09-30 00:00:00,N0.9213845028921529
2550,report551,2021-12-13 00:00:00,2022-12-20 00:00:00,N0.783737869046477
2551,report552,2021-10-09 00:00:00,2022-06-22 00:00:00,N0.5066024217181471
2552,report553,2021-04-15 00:00:00,2022-08-28 00:00:00,N0.774416127544156
2553,report554,2021-11-02 00:00:00,2022-06-07 00:00:00,N0.5528737239161577
2554,report555,2021-04-16 00:00:00,2022-05-19 00:00:00,N0.9559230130507154
2555,report556,2021-12-25 00:00:00,2022-08-21 00:00:00,N0.5260106902803273
2556,report557,2021-03-15 00:00:00,2022-04-07 00:00:00,N0.5829034571157394
2557,report558,2021-02-17 00:00:00,2022-01-15 00:00:00,N0.2543045100464826
2558,report559,2021-11-24 00:00:00,2022-10-25 00:00:00,N0.7685736446127395
2559,report560,2021-06-18 00:00:00,2022-09-07 00:00:00,N0.8400662984598946
2560,report561,2021-01-31 00:00:00,2022-05-17 00:00:00,N0.7583673396378556
2561,report562,2021-01-27 00:00:00,2022-12-19 00:00:00,N0.11956433552858325
2562,report563,2021-06-04 00:00:00,2022-04-11 00:00:00,N0.11608270703554369
2563,report564,2021-03-12 00:00:00,2022-10-29 00:00:00,N0.5304488206750734
2564,report565,2021-03-23 00:00:00,2022-04-08 00:00:00,N0.29672781932667425
2565,report566,2021-12-11 00:00:00,2022-04-19 00:00:00,N0.4852482668550525
2566,report567,2021-01-24 00:00:00,2022-06-02 00:00:00,N0.9695770505878942
2567,report568,2021-05-14 00:00:00,2022-04-30 00:00:00,N0.6486443453946829
2568,report569,2021-11-29 00:00:00,2022-02-15 00:00:00,N0.4880904808739679
2569,report570,2021-04-08 00:00:00,2022-12-05 00:00:00,N0.29830704116988616
2570,report571,2021-03-01 00:00:00,2022-02-22 00:00:00,N0.7130893636269097
2571,report572,2021-08-02 00:00:00,2022-03-17 00:00:00,N0.025918637044319515
2572,report573,2021-06-20 00:00:00,2022-07-07 00:00:00,N0.5968954279842021
2573,report574,2021-11-05 00:00:00,2022-02-10 00:00:00,N0.9506125867331475
2574,report575,2021-01-09 00:00:00,2022-12-18 00:00:00,N0.7616198839638016
2575,report576,2021-02-13 00:00:00,2022-02-10 00:00:00,N0.6278929180390127
2576,report577,2021-09-27 00:00:00,2022-08-30 00:00:00,N0.9365006047821735
2577,report578,2021-08-16 00:00:00,2022-09-11 00:00:00,N0.32104644091390433
2578,report579,2021-06-02 00:00:00,2022-08-15 00:00:00,N0.3506703748304315
2579,report580,2021-07-14 00:00:00,2022-08-25 00:00:00,N0.3129035692205212
2580,report581,2021-01-08 00:00:00,2022-01-21 00:00:00,N0.9484306676344973
2581,report582,2021-08-19 00:00:00,2022-03-02 00:00:00,N0.9655743013690341
2582,report583,2021-10-01 00:00:00,2022-08-01 00:00:00,N0.7428682705592858
2583,report584,2021-06-19 00:00:00,2022-08-29 00:00:00,N0.2529543210451989
2584,report585,2021-10-10 00:00:00,2022-02-16 00:00:00,N0.8190290413442043
2585,report586,2021-12-04 00:00:00,2022-07-09 00:00:00,N0.9082325303014056
2586,report587,2021-02-07 00:00:00,2022-09-25 00:00:00,N0.1958929781654729
2587,report588,2021-03-02 00:00:00,2022-04-07 00:00:00,N0.571421001270957
2588,report589,2021-08-05 00:00:00,2022-04-14 00:00:00,N0.43325923863915383
2589,report590,2021-08-08 00:00:00,2022-06-22 00:00:00,N0.8604837825029782
2590,report591,2021-01-02 00:00:00,2022-08-13 00:00:00,N0.7339007885803169
2591,report592,2021-09-03 00:00:00,2022-02-01 00:00:00,N0.502901023004141
2592,report593,2021-10-23 00:00:00,2022-04-05 00:00:00,N0.5043340415552914
2593,report594,2021-05-15 00:00:00,2022-10-10 00:00:00,N0.8217995361500473
2594,report595,2021-01-02 00:00:00,2022-06-07 00:00:00,N0.6085729545999939
2595,report596,2021-07-23 00:00:00,2022-03-17 00:00:00,N0.7208499773232435
2596,report597,2021-01-21 00:00:00,2022-07-28 00:00:00,N0.560077476109889
2597,report598,2021-12-20 00:00:00,2022-03-06 00:00:00,N0.6217083024748526
2598,report599,2021-09-10 00:00:00,2022-11-03 00:00:00,N0.3754163684802905
2599,report600,2021-02-27 00:00:00,2022-11-05 00:00:00,N0.8178007653761387
2600,report601,2021-09-26 00:00:00,2022-07-13 00:00:00,N0.34338164387092784
2601,report602,2021-10-18 00:00:00,2022-09-19 00:00:00,N0.1779433144030822
2602,report603,2021-11-02 00:00:00,2022-09-27 00:00:00,N0.2603369608960391
2603,report604,2021-08-12 00:00:00,2022-01-08 00:00:00,N0.7995388521728506
2604,report605,2021-03-18 00:00:00,2022-09-24 00:00:00,N0.40180250113713223
2605,report606,2021-08-22 00:00:00,2022-12-28 00:00:00,N0.7640533062491284
2606,report607,2021-10-13 00:00:00,2022-07-01 00:00:00,N0.7300082093650024
2607,report608,2021-11-05 00:00:00,2022-11-10 00:00:00,N0.29354519029773074
2608,report609,2021-12-18 00:00:00,2022-07-08 00:00:00,N0.7561876014343599
2609,report610,2021-01-24 00:00:00,2022-11-15 00:00:00,N0.8451379532418445
2610,report611,2021-06-04 00:00:00,2022-05-24 00:00:00,N0.5391627709754839
2611,report612,2021-02-28 00:00:00,2022-02-04 00:00:00,N0.518439884876477
2612,report613,2021-11-05 00:00:00,2022-09-14 00:00:00,N0.7135798149925019
2613,report614,2021-07-30 00:00:00,2022-07-11 00:00:00,N0.8360978805766247
2614,report615,2021-07-11 00:00:00,2022-02-10 00:00:00,N0.9357142363252685
2615,report616,2021-04-22 00:00:00,2022-12-05 00:00:00,N0.5018384245520723
2616,report617,2021-09-03 00:00:00,2022-10-26 00:00:00,N0.8828720450974529
2617,report618,2021-10-28 00:00:00,2022-03-31 00:00:00,N0.01724014705465282
2618,report619,2021-10-24 00:00:00,2022-02-11 00:00:00,N0.6886739256721306
2619,report620,2021-12-04 00:00:00,2022-11-05 00:00:00,N0.5291038186985899
2620,report621,2021-09-20 00:00:00,2022-05-10 00:00:00,N0.11021743981022836
2621,report622,2021-12-11 00:00:00,2022-03-17 00:00:00,N0.3282218269747783
2622,report623,2021-11-06 00:00:00,2022-04-22 00:00:00,N0.19841071085641837
2623,report624,2021-11-20 00:00:00,2022-11-12 00:00:00,N0.28054054227544545
2624,report625,2021-04-20 00:00:00,2022-06-29 00:00:00,N0.3617280731311685
2625,report626,2021-05-07 00:00:00,2022-11-14 00:00:00,N0.5334746273055403
2626,report627,2021-06-03 00:00:00,2022-01-17 00:00:00,N0.5659283881683956
2627,report628,2021-06-22 00:00:00,2022-12-31 00:00:00,N0.28151148419138106
2628,report629,2021-09-07 00:00:00,2022-07-07 00:00:00,N0.09045137040165963
2629,report630,2021-01-23 00:00:00,2022-11-30 00:00:00,N0.8106770890040234
2630,report631,2021-02-18 00:00:00,2022-01-09 00:00:00,N0.6395477375846185
2631,report632,2021-08-02 00:00:00,2022-12-20 00:00:00,N0.1720331856367877
2632,report633,2021-12-25 00:00:00,2022-12-14 00:00:00,N0.23780246603337585
2633,report634,2021-08-24 00:00:00,2022-05-26 00:00:00,N0.5723914491747641
2634,report635,2021-05-02 00:00:00,2022-07-25 00:00:00,N0.6402901950570274
2635,report636,2021-08-03 00:00:00,2022-06-06 00:00:00,N0.3340566063583107
2636,report637,2021-06-25 00:00:00,2022-03-06 00:00:00,N0.46952618258519185
2637,report638,2021-01-07 00:00:00,2022-04-12 00:00:00,N0.8493097969350815
2638,report639,2021-08-08 00:00:00,2022-12-15 00:00:00,N0.8361514395953472
2639,report640,2021-03-02 00:00:00,2022-09-05 00:00:00,N0.1464160728780578
2640,report641,2021-01-22 00:00:00,2022-10-21 00:00:00,N0.4001546751512819
2641,report642,2021-03-03 00:00:00,2022-08-20 00:00:00,N0.7464051330432738
2642,report643,2021-09-27 00:00:00,2022-10-07 00:00:00,N0.682997328250982
2643,report644,2021-06-22 00:00:00,2022-10-08 00:00:00,N0.24550485478318063
2644,report645,2021-07-21 00:00:00,2022-07-01 00:00:00,N0.05627554835243653
2645,report646,2021-12-30 00:00:00,2022-09-23 00:00:00,N0.9754678909352444
2646,report647,2021-01-16 00:00:00,2022-09-29 00:00:00,N0.8078018723347907
2647,report648,2021-01-01 00:00:00,2022-05-24 00:00:00,N0.3931284191559188
2648,report649,2021-05-28 00:00:00,2022-11-04 00:00:00,N0.4221340257836772
2649,report650,2021-11-17 00:00:00,2022-06-03 00:00:00,N0.9616317986287941
2650,report651,2021-05-21 00:00:00,2022-12-02 00:00:00,N0.5117333736235887
2651,report652,2021-07-04 00:00:00,2022-02-11 00:00:00,N0.42704285075340753
2652,report653,2021-11-12 00:00:00,2022-03-15 00:00:00,N0.271380244258949
2653,report654,2021-07-04 00:00:00,2022-09-10 00:00:00,N0.712735707481401
2654,report655,2021-02-03 00:00:00,2022-06-14 00:00:00,N0.8709532497613426
2655,report656,2021-07-05 00:00:00,2022-11-09 00:00:00,N0.6230625115462389
2656,report657,2021-08-28 00:00:00,2022-06-01 00:00:00,N0.6241565682366964
2657,report658,2021-01-18 00:00:00,2022-03-26 00:00:00,N0.6511074709868541
2658,report659,2021-05-06 00:00:00,2022-10-21 00:00:00,N0.8019938695901475
2659,report660,2021-05-25 00:00:00,2022-01-01 00:00:00,N0.49834467318277487
2660,report661,2021-05-27 00:00:00,2022-07-04 00:00:00,N0.9575626133426458
2661,report662,2021-04-28 00:00:00,2022-08-09 00:00:00,N0.026748024916314228
2662,report663,2021-01-31 00:00:00,2022-09-12 00:00:00,N0.1627717520559141
2663,report664,2021-10-19 00:00:00,2022-01-10 00:00:00,N0.12874550771828852
2664,report665,2021-12-11 00:00:00,2022-05-13 00:00:00,N0.2677454613112129
2665,report666,2021-01-06 00:00:00,2022-09-05 00:00:00,N0.36151667026891743
2666,report667,2021-08-15 00:00:00,2022-05-31 00:00:00,N0.6482012672965842
2667,report668,2021-06-14 00:00:00,2022-08-15 00:00:00,N0.5655109107147179
2668,report669,2021-11-17 00:00:00,2022-01-01 00:00:00,N0.6295235705139763
2669,report670,2021-10-09 00:00:00,2022-04-29 00:00:00,N0.7962560995017337
2670,report671,2021-04-19 00:00:00,2022-02-06 00:00:00,N0.5515945886184762
2671,report672,2021-06-18 00:00:00,2022-03-21 00:00:00,N0.8855476213446728
2672,report673,2021-12-09 00:00:00,2022-12-10 00:00:00,N0.8626270634870745
2673,report674,2021-01-07 00:00:00,2022-12-15 00:00:00,N0.7137458060944286
2674,report675,2021-04-01 00:00:00,2022-01-03 00:00:00,N0.5342505127382533
2675,report676,2021-06-11 00:00:00,2022-08-26 00:00:00,N0.0494702024331114
2676,report677,2021-05-06 00:00:00,2022-08-15 00:00:00,N0.31894557551593294
2677,report678,2021-02-02 00:00:00,2022-07-17 00:00:00,N0.01117121754869388
2678,report679,2021-12-16 00:00:00,2022-11-05 00:00:00,N0.31431888840540523
2679,report680,2021-12-29 00:00:00,2022-02-10 00:00:00,N0.8200957963804041
2680,report681,2021-10-31 00:00:00,2022-02-10 00:00:00,N0.9600758907226032
2681,report682,2021-04-12 00:00:00,2022-02-12 00:00:00,N0.3832438357051642
2682,report683,2021-02-09 00:00:00,2022-02-07 00:00:00,N0.3723000056627459
2683,report684,2021-03-10 00:00:00,2022-06-08 00:00:00,N0.4367689920950065
2684,report685,2021-07-11 00:00:00,2022-11-25 00:00:00,N0.839965989979407
2685,report686,2021-05-09 00:00:00,2022-10-08 00:00:00,N0.5522830022678066
2686,report687,2021-04-19 00:00:00,2022-11-09 00:00:00,N0.46943904139102877
2687,report688,2021-12-16 00:00:00,2022-01-28 00:00:00,N0.8178788005229491
2688,report689,2021-05-01 00:00:00,2022-08-21 00:00:00,N0.37265084275101623
2689,report690,2021-11-20 00:00:00,2022-07-23 00:00:00,N0.460973556820358
2690,report691,2021-03-17 00:00:00,2022-06-04 00:00:00,N0.3733993211157294
2691,report692,2021-09-06 00:00:00,2022-03-16 00:00:00,N0.890385331742911
2692,report693,2021-11-16 00:00:00,2022-08-25 00:00:00,N0.9479844630332631
2693,report694,2021-03-29 00:00:00,2022-11-09 00:00:00,N0.956805041651592
2694,report695,2021-07-13 00:00:00,2022-02-28 00:00:00,N0.7011299443209282
2695,report696,2021-08-30 00:00:00,2022-12-22 00:00:00,N0.8656318170129698
2696,report697,2021-07-27 00:00:00,2022-06-26 00:00:00,N0.757719147239716
2697,report698,2021-05-02 00:00:00,2022-11-08 00:00:00,N0.06481829517923277
2698,report699,2021-09-11 00:00:00,2022-06-18 00:00:00,N0.09583483945591398
2699,report700,2021-07-23 00:00:00,2022-08-17 00:00:00,N0.807710606477059
2700,report701,2021-12-31 00:00:00,2022-08-08 00:00:00,N0.4032715579612397
2701,report702,2021-12-28 00:00:00,2022-04-07 00:00:00,N0.9833123633821005
2702,report703,2021-01-21 00:00:00,2022-10-09 00:00:00,N0.10324656034166357
2703,report704,2021-11-17 00:00:00,2022-03-29 00:00:00,N0.7745868451865423
2704,report705,2021-12-19 00:00:00,2022-12-03 00:00:00,N0.7622828887217319
2705,report706,2021-09-03 00:00:00,2022-04-13 00:00:00,N0.1381006703096802
2706,report707,2021-03-01 00:00:00,2022-06-04 00:00:00,N0.8402031109577434
2707,report708,2021-11-18 00:00:00,2022-01-22 00:00:00,N0.787205972266092
2708,report709,2021-12-24 00:00:00,2022-12-17 00:00:00,N0.024702078307952235
2709,report710,2021-03-08 00:00:00,2022-11-04 00:00:00,N0.39608782422392197
2710,report711,2021-06-28 00:00:00,2022-04-29 00:00:00,N0.9737235671351372
2711,report712,2021-10-13 00:00:00,2022-05-27 00:00:00,N0.007026791233663454
2712,report713,2021-12-31 00:00:00,2022-05-29 00:00:00,N0.40323780369055007
2713,report714,2021-09-27 00:00:00,2022-09-08 00:00:00,N0.7241578325279424
2714,report715,2021-08-01 00:00:00,2022-10-04 00:00:00,N0.5323376322667343
2715,report716,2021-07-15 00:00:00,2022-12-08 00:00:00,N0.7239614576462537
2716,report717,2021-04-17 00:00:00,2022-10-12 00:00:00,N0.29163712807116204
2717,report718,2021-06-18 00:00:00,2022-07-17 00:00:00,N0.3669218145263432
2718,report719,2021-03-10 00:00:00,2022-02-14 00:00:00,N0.5232635362758076
2719,report720,2021-05-07 00:00:00,2022-01-26 00:00:00,N0.768706898727823
2720,report721,2021-11-28 00:00:00,2022-12-26 00:00:00,N0.47105900581039517
2721,report722,2021-03-21 00:00:00,2022-02-23 00:00:00,N0.9122285671614105
2722,report723,2021-12-27 00:00:00,2022-03-03 00:00:00,N0.45660164613079834
2723,report724,2021-07-18 00:00:00,2022-04-27 00:00:00,N0.028839259274434537
2724,report725,2021-10-02 00:00:00,2022-07-14 00:00:00,N0.39923024159922305
2725,report726,2021-12-29 00:00:00,2022-06-17 00:00:00,N0.7917472404104491
2726,report727,2021-11-12 00:00:00,2022-01-27 00:00:00,N0.7088077824055604
2727,report728,2021-06-27 00:00:00,2022-02-25 00:00:00,N0.324654863533129
2728,report729,2021-09-17 00:00:00,2022-08-21 00:00:00,N0.27342639097349763
2729,report730,2021-03-20 00:00:00,2022-10-30 00:00:00,N0.7452044883422715
2730,report731,2021-06-13 00:00:00,2022-10-12 00:00:00,N0.3389224628994736
2731,report732,2021-09-15 00:00:00,2022-03-01 00:00:00,N0.8034995996083899
2732,report733,2021-06-12 00:00:00,2022-04-15 00:00:00,N0.5855602422166963
2733,report734,2021-05-13 00:00:00,2022-04-12 00:00:00,N0.6451193630335651
2734,report735,2021-05-23 00:00:00,2022-05-18 00:00:00,N0.08262112639004981
2735,report736,2021-09-25 00:00:00,2022-06-03 00:00:00,N0.2152817304630642
2736,report737,2021-07-06 00:00:00,2022-10-05 00:00:00,N0.07155296720962512
2737,report738,2021-10-16 00:00:00,2022-08-05 00:00:00,N0.9559346291977503
2738,report739,2021-09-13 00:00:00,2022-12-04 00:00:00,N0.18362682769992278
2739,report740,2021-10-01 00:00:00,2022-12-03 00:00:00,N0.14348826653239077
2740,report741,2021-11-01 00:00:00,2022-03-24 00:00:00,N0.819352154754141
2741,report742,2021-02-07 00:00:00,2022-07-13 00:00:00,N0.7635845548691289
2742,report743,2021-12-18 00:00:00,2022-04-08 00:00:00,N0.32680703423672663
2743,report744,2021-11-14 00:00:00,2022-04-13 00:00:00,N0.6801832570138713
2744,report745,2021-09-10 00:00:00,2022-11-12 00:00:00,N0.27696811915542574
2745,report746,2021-11-16 00:00:00,2022-06-14 00:00:00,N0.37642922270764145
2746,report747,2021-08-26 00:00:00,2022-12-08 00:00:00,N0.6550862432745815
2747,report748,2021-02-25 00:00:00,2022-11-13 00:00:00,N0.42921377810254013
2748,report749,2021-11-14 00:00:00,2022-09-16 00:00:00,N0.19175599904230756
2749,report750,2021-05-12 00:00:00,2022-05-22 00:00:00,N0.6853978384911177
2750,report751,2021-03-07 00:00:00,2022-07-23 00:00:00,N0.3095055159942639
2751,report752,2021-06-07 00:00:00,2022-08-21 00:00:00,N0.8383027098644359
2752,report753,2021-10-04 00:00:00,2022-09-28 00:00:00,N0.1624827913146445
2753,report754,2021-11-01 00:00:00,2022-10-03 00:00:00,N0.32109955314435057
2754,report755,2021-04-11 00:00:00,2022-03-14 00:00:00,N0.7723723421626856
2755,report756,2021-05-04 00:00:00,2022-02-27 00:00:00,N0.33428330053416433
2756,report757,2021-07-29 00:00:00,2022-11-09 00:00:00,N0.005549193000674912
2757,report758,2021-02-08 00:00:00,2022-12-28 00:00:00,N0.948868629208278
2758,report759,2021-07-09 00:00:00,2022-06-15 00:00:00,N0.30972804477927096
2759,report760,2021-06-05 00:00:00,2022-02-19 00:00:00,N0.32290240480774024
2760,report761,2021-08-25 00:00:00,2022-09-03 00:00:00,N0.3109161253896193
2761,report762,2021-02-02 00:00:00,2022-03-18 00:00:00,N0.044331484584687164
2762,report763,2021-05-23 00:00:00,2022-02-17 00:00:00,N0.7390343112857924
2763,report764,2021-03-09 00:00:00,2022-08-14 00:00:00,N0.03122087974359733
2764,report765,2021-10-12 00:00:00,2022-12-06 00:00:00,N0.5197569075004076
2765,report766,2021-06-11 00:00:00,2022-10-22 00:00:00,N0.6996780876715384
2766,report767,2021-04-03 00:00:00,2022-07-06 00:00:00,N0.65155921080299
2767,report768,2021-04-01 00:00:00,2022-06-26 00:00:00,N0.8575311101634028
2768,report769,2021-04-02 00:00:00,2022-02-13 00:00:00,N0.8517194257245891
2769,report770,2021-11-01 00:00:00,2022-08-13 00:00:00,N0.10266185073197531
2770,report771,2021-06-05 00:00:00,2022-09-10 00:00:00,N0.9640824864656403
2771,report772,2021-07-14 00:00:00,2022-05-28 00:00:00,N0.22546565751919811
2772,report773,2021-08-09 00:00:00,2022-03-24 00:00:00,N0.7708001340476084
2773,report774,2021-01-22 00:00:00,2022-11-24 00:00:00,N0.4553913339471294
2774,report775,2021-07-23 00:00:00,2022-06-02 00:00:00,N0.9292974512697304
2775,report776,2021-11-02 00:00:00,2022-05-11 00:00:00,N0.09927094769752332
2776,report777,2021-10-05 00:00:00,2022-09-27 00:00:00,N0.04175784236413538
2777,report778,2021-05-30 00:00:00,2022-01-02 00:00:00,N0.25808698384673723
2778,report779,2021-03-31 00:00:00,2022-07-30 00:00:00,N0.4625981808742281
2779,report780,2021-05-05 00:00:00,2022-12-15 00:00:00,N0.7977304333990325
2780,report781,2021-05-11 00:00:00,2022-04-18 00:00:00,N0.19052020254931123
2781,report782,2021-09-10 00:00:00,2022-09-23 00:00:00,N0.10422933715859639
2782,report783,2021-07-29 00:00:00,2022-02-15 00:00:00,N0.4679975092445886
2783,report784,2021-08-21 00:00:00,2022-10-20 00:00:00,N0.5137645117312977
2784,report785,2021-01-27 00:00:00,2022-05-30 00:00:00,N0.3587216782790943
2785,report786,2021-01-05 00:00:00,2022-04-25 00:00:00,N0.35128642281879086
2786,report787,2021-03-13 00:00:00,2022-08-16 00:00:00,N0.8389479285463259
2787,report788,2021-08-06 00:00:00,2022-07-04 00:00:00,N0.6951707839438586
2788,report789,2021-01-28 00:00:00,2022-06-25 00:00:00,N0.33700456018939096
2789,report790,2021-11-28 00:00:00,2022-01-23 00:00:00,N0.03886567342036584
2790,report791,2021-06-19 00:00:00,2022-06-22 00:00:00,N0.2994061855043504
2791,report792,2021-03-08 00:00:00,2022-01-29 00:00:00,N0.07682353124822083
2792,report793,2021-10-03 00:00:00,2022-04-08 00:00:00,N0.06679037348087258
2793,report794,2021-01-21 00:00:00,2022-07-01 00:00:00,N0.7887391447468396
2794,report795,2021-06-20 00:00:00,2022-08-06 00:00:00,N0.011245607162214455
2795,report796,2021-08-27 00:00:00,2022-08-12 00:00:00,N0.8813798267046201
2796,report797,2021-02-20 00:00:00,2022-12-30 00:00:00,N0.947242656624192
2797,report798,2021-11-15 00:00:00,2022-06-09 00:00:00,N0.5586669702695946
2798,report799,2021-08-24 00:00:00,2022-02-01 00:00:00,N0.9493770474707031
2799,report800,2021-08-01 00:00:00,2022-11-28 00:00:00,N0.8383310436164672
2800,report801,2021-12-30 00:00:00,2022-09-14 00:00:00,N0.6391637810572477
2801,report802,2021-02-07 00:00:00,2022-05-02 00:00:00,N0.8446390331396781
2802,report803,2021-02-06 00:00:00,2022-04-04 00:00:00,N0.34801699646603834
2803,report804,2021-11-20 00:00:00,2022-03-11 00:00:00,N0.48519149133063677
2804,report805,2021-03-09 00:00:00,2022-10-02 00:00:00,N0.18590892604660114
2805,report806,2021-02-19 00:00:00,2022-02-15 00:00:00,N0.29023276787870944
2806,report807,2021-10-03 00:00:00,2022-09-29 00:00:00,N0.6269709890278429
2807,report808,2021-02-01 00:00:00,2022-01-12 00:00:00,N0.9924783549174165
2808,report809,2021-06-29 00:00:00,2022-06-01 00:00:00,N0.7411505220759196
2809,report810,2021-01-21 00:00:00,2022-06-02 00:00:00,N0.9607783362058172
2810,report811,2021-05-08 00:00:00,2022-12-31 00:00:00,N0.9248807381831199
2811,report812,2021-03-20 00:00:00,2022-03-04 00:00:00,N0.4522052782668683
2812,report813,2021-04-02 00:00:00,2022-05-05 00:00:00,N0.015821700775634273
2813,report814,2021-05-13 00:00:00,2022-02-15 00:00:00,N0.7233486264104001
2814,report815,2021-06-20 00:00:00,2022-05-01 00:00:00,N0.30039400257255244
2815,report816,2021-07-22 00:00:00,2022-03-13 00:00:00,N0.3690950378866291
2816,report817,2021-01-11 00:00:00,2022-07-17 00:00:00,N0.420289013467395
2817,report818,2021-10-31 00:00:00,2022-12-18 00:00:00,N0.7957777199561945
2818,report819,2021-08-02 00:00:00,2022-03-24 00:00:00,N0.7454804718120015
2819,report820,2021-03-26 00:00:00,2022-06-03 00:00:00,N0.4492416807307493
2820,report821,2021-10-07 00:00:00,2022-05-02 00:00:00,N0.36153432453266066
2821,report822,2021-06-25 00:00:00,2022-07-18 00:00:00,N0.8616653996375973
2822,report823,2021-12-11 00:00:00,2022-10-03 00:00:00,N0.29823537868403627
2823,report824,2021-08-04 00:00:00,2022-08-04 00:00:00,N0.10987897581187889
2824,report825,2021-12-26 00:00:00,2022-03-29 00:00:00,N0.8423233586638204
2825,report826,2021-02-24 00:00:00,2022-12-29 00:00:00,N0.6949222855428542
2826,report827,2021-10-29 00:00:00,2022-03-10 00:00:00,N0.6000351085721862
2827,report828,2021-09-14 00:00:00,2022-08-17 00:00:00,N0.04191609606440849
2828,report829,2021-11-08 00:00:00,2022-02-13 00:00:00,N0.632065179518755
2829,report830,2021-10-27 00:00:00,2022-07-31 00:00:00,N0.48183131951777114
